2.47315979,0.0010656831,0.0014020619,0.0015779396,0.001745495,0.0010656831,0.9869530628,0.7650793651,0.7697174809,0.719754977,0.9869530628,,1
2.3014168739,0.001538859,0.0013720955,0.0014292479,0.0016730205,0.001538859,0.8240254574,0.801814059,0.746909947,0.7739106223,0.8240254574,,2
2.6201059818,0.001038758,0.0014583796,0.0013413106,0.0017327273,0.001038758,0.9712012729,0.7885109599,0.7535314891,0.7247668105,0.9712012729,,3
2.7202641964,0.0015445992,0.0010183668,0.0019002779,0.0016467794,0.0010183668,0.7481304694,0.9951625094,0.7692760447,0.7854656829,0.9951625094,,4
2.4893817902,0.0015484405,0.0012200333,0.0013405419,0.0012980897,0.0012200333,0.8248210024,0.9865457294,0.8427015892,0.9458443547,0.9865457294,,5
2.3571109772,0.0014362493,0.0011596172,0.0015966744,0.0015386056,0.0011596172,0.7832935561,0.9829176115,0.8272513243,0.8295976611,0.9829176115,,6
2.3440740108,0.0016259797,0.0009193414,0.0013587097,0.0018529574,0.0009193414,0.8415274463,0.9934996221,0.8053266627,0.759849645,0.9934996221,,7
2.6462109089,0.0017465439,0.0018029064,0.0012710535,0.0016214982,0.0012710535,0.7376292761,0.8799697657,0.9861683343,0.5352916609,0.9861683343,,8
2.4956669807,0.0014899199,0.0012310043,0.0012057684,0.0011499228,0.0012057684,0.6948289578,0.7986394558,0.9470276633,0.9406933036,0.9470276633,,9
2.7105250359,0.0014665601,0.0015066928,0.0012474645,0.0010870631,0.0012474645,0.6708035004,0.8297808012,0.9476162448,0.9444521788,0.9476162448,,10
2.8361189365,0.0014913913,0.0011865571,0.0009243526,0.0017404044,0.0009243526,0.8030230708,0.9334845049,0.9951442025,0.6809132674,0.9951442025,,11
2.5577011108,0.0014514675,0.0014146465,0.0014505021,0.0013123888,0.0013123888,0.785043755,0.9117157974,0.7005591524,0.9803703188,0.9803703188,,12
2.0153210163,0.0014686993,0.0011936488,0.0014442557,0.0011996902,0.0011996902,0.7832935561,0.9348450491,0.8981753973,0.990672421,0.990672421,,
2.2010848522,0.0018049566,0.0013469401,0.0012664945,0.001303416,0.001303416,0.7174224344,0.8261526833,0.923631548,0.9848252819,0.9848252819,,
2.170979023,0.0015541224,0.0009333641,0.0014455949,0.0015164404,0.0009333641,0.8558472554,0.9951625094,0.8437316068,0.8847278296,0.9951625094,,
2.9799499512,0.0018459481,0.0014717309,0.0016323842,0.001936594,0.0016323842,0.6017501989,0.7891156463,0.901559741,0.587776695,0.901559741,,
2.2945418358,0.0014798564,0.001308143,0.0011789281,0.0011809755,0.0011789281,0.8840095465,0.9020408163,0.9557092407,0.9458443547,0.9557092407,,
2.7019309998,0.0010817619,0.0013183101,0.0016164745,0.0017560772,0.0010817619,0.9891805887,0.7749055178,0.8185697469,0.7489906724,0.9891805887,,
2.9079530239,0.0011828662,0.0016377748,0.0016541309,0.0016189511,0.0011828662,0.9549721559,0.7900226757,0.8107710418,0.643742169,0.9549721559,,
2.6206440926,0.0014143536,0.0010898711,0.001575518,0.001448149,0.0010898711,0.9027844073,0.9792894936,0.6933490288,0.8202700821,0.9792894936,,
2.8129980564,0.001451277,0.0010957257,0.0013858752,0.0010300304,0.0010300304,0.8176610979,0.9464852608,0.9108298999,0.9924822498,0.9924822498,,
2.2147829533,0.001665796,0.0013755867,0.0014512731,0.0012466549,0.0012466549,0.8588703262,0.8107331822,0.9289287816,0.9302519839,0.9302519839,,
2.522329092,0.0012571989,0.0014347816,0.001640835,0.0015754558,0.0012571989,0.9732696897,0.7647770219,0.7572101236,0.6214673535,0.9732696897,,
2.4134299755,0.0013886148,0.0011274599,0.0014804794,0.001534419,0.0011274599,0.8577565632,0.9862433862,0.7246909947,0.8657942364,0.9862433862,,
2.2938129902,0.0014962447,0.0016452255,0.0012659444,0.001186246,0.001186246,0.7907716786,0.7177626606,0.8101824603,0.9884449394,0.9884449394,,
2.3480041027,0.0010897913,0.0013637232,0.0015240835,0.0013605179,0.0010897913,0.9662688942,0.519425548,0.7757504414,0.646526521,0.9662688942,,
2.4902880192,0.0014260833,0.000984729,0.0013884428,0.0013865926,0.000984729,0.8666666667,0.9928949358,0.8256327251,0.8333565363,0.9928949358,,
2.95236516,0.0012907694,0.0012734806,0.0014433212,0.0016487116,0.0012734806,0.8819411297,0.9827664399,0.8003237198,0.8540999582,0.9827664399,,
2.1824600697,0.0013315694,0.0013447938,0.001289374,0.0011239266,0.0011239266,0.7626093874,0.8235827664,0.8118010594,0.9870527635,0.9870527635,,
2.2440919876,0.0014856619,0.001147458,0.0012091082,0.0012249132,0.0012249132,0.7754972156,0.9207860922,0.7948793408,0.9862174579,0.9862174579,,
2.4162790775,0.001381907,0.0014635643,0.0013655105,0.0012047592,0.0013655105,0.6891010342,0.8845049131,0.9470276633,0.934706947,0.9470276633,,
2.6039829254,0.0016376721,0.001295393,0.0013284659,0.001837184,0.0013284659,0.6828957836,0.810430839,0.9417304297,0.732562996,0.9417304297,,
2.5650250912,0.0011555144,0.0013841139,0.0015173315,0.0016853565,0.0011555144,0.9869530628,0.7667422525,0.7516185992,0.6759014339,0.9869530628,,
2.2759878635,0.0014311454,0.0012935305,0.0012752085,0.0009885477,0.0009885477,0.7987271281,0.8281179138,0.920541495,0.9874704163,0.9874704163,,
2.3033058643,0.0015889369,0.001394299,0.0011173929,0.0011091482,0.0011173929,0.8846459825,0.8890400605,0.9537963508,0.9310872894,0.9537963508,,
2.3516330719,0.0014975781,0.0011188439,0.0012248926,0.0012533637,0.0011188439,0.6065234686,0.9800453515,0.8794879341,0.9374912989,0.9800453515,,
2.5114500523,0.0011496246,0.0014110766,0.0015123393,0.0017412331,0.0011496246,0.9591089897,0.7678004535,0.5083872866,0.6718641236,0.9591089897,,
2.651350975,0.0010271468,0.0017443474,0.0015715049,0.0017935628,0.0010271468,0.9883850438,0.7481481481,0.7800176574,0.7573437282,0.9883850438,,
2.5475108624,0.00133778,0.001028861,0.0014530188,0.0015367137,0.001028861,0.8698488465,0.9845804989,0.829458505,0.5808158151,0.9845804989,,
2.7860529423,0.0013839523,0.0016761239,0.0012200838,0.0011766098,0.0011766098,0.8039777247,0.7726379441,0.8248969982,0.9775859669,0.9775859669,,
2.7034618855,0.0018206251,0.001365735,0.001543467,0.0013949807,0.001543467,0.8044550517,0.8016628874,0.9224543849,0.9065849923,0.9224543849,,
